id,uniq_id,date_time,city_id,city_name,customer_id,first_name,last_name,item_id,item_name,quantity,payment_amount
40,943befe5d856eb872c27936e2bfc0d54,2022-11-02T00:00:00,0,Москва,112,Александра,Федорова,3,Устройство для нагревания табака Трубка Мира,5,2500
41,b734b308422ff9df32cd1179cbee8dd8,2022-11-02T00:00:00,2,Ярославль,3505,Олег,Попов,4,Сахар песок,1,50
42,5dbd2d04b5f615a84bd4476728609410,2022-11-02T00:00:00,2,Ярославль,9601,Эдуард,Васильев,4,Сахар песок,3,150
43,65dff3febd88674cf9a7aca2de473d83,2022-11-02T00:00:00,2,Ярославль,8009,Геннадий,Иванов,1,Молоко 3%,2,240
44,ee6874483bed355d45f04b49c08b57ad,2022-11-02T00:00:00,0,Москва,608,Иван,Васильев,10,Томаты,1,50
45,dae9391c95a844e1fb4958e7f45c9ef4,2022-11-02T00:00:00,1,Ростов,7402,Константин,Кузнецов,1,Молоко 3%,2,240
46,df2ff75383ce96b9e29c03751b472947,2022-11-02T00:00:00,0,Москва,3607,Олег,Васильев,7,Средство для мытья посуды,4,800
47,c4c955690be26292ae92344412f3a18c,2022-11-02T00:00:00,2,Ярославль,6701,Алексей,Соколов,4,Сахар песок,5,250
48,78d319efa16992f37f1cca08d29a345a,2022-11-02T00:00:00,2,Ярославль,9400,Эдуард,Кузнецов,0,Молоко 1%,3,300
49,27e79a169a7350260d643639e720a9d9,2022-11-02T00:00:00,2,Ярославль,7503,Константин,Попов,3,Устройство для нагревания табака Трубка Мира,4,2000
50,26ccb2e1eb60906aa0a89683e45d826b,2022-11-02T00:00:00,2,Ярославль,319,Александра,Волкова,4,Сахар песок,2,100
51,d2fcd1fd4e9287af1ed3b808ebfd4837,2022-11-02T00:00:00,0,Москва,6800,Алексей,Михайлов,6,Яблоко,5,700
52,f60429762e8447238609ca8d7adea1b2,2022-11-02T00:00:00,1,Ростов,2311,Ольга,Волкова,9,Ручка шариковая,5,225
53,44c2d038432c7413d89333d3f5a62e36,2022-11-02T00:00:00,1,Ростов,4204,Сергей,Сидоров,7,Средство для мытья посуды,4,800
54,1fb4548c35e16b80dbf2ee37e526dacd,2022-11-02T00:00:00,2,Ярославль,7014,Анна,Великая,1,Молоко 3%,5,600
55,01c3a6c89eca3efa5cb33b2f1f6bdfb1,2022-11-02T00:00:00,0,Москва,108,Иван,Петров,1,Молоко 3%,3,360
56,9c9e04a03a50879186b7313cb216d301,2022-11-02T00:00:00,2,Ярославль,8111,Снежанна,Федорова,1,Молоко 3%,3,360
57,c88e44edc3688fd1ebb306daae76a13b,2022-11-02T00:00:00,0,Москва,317,Александра,Волкова,2,Молоко 5%,1,150
58,196e6be5f735ea3f627f8a929e0f6b24,2022-11-02T00:00:00,2,Ярославль,2500,Петр,Попов,0,Молоко 1%,2,200
59,b4b2fc926b76c105acc69f8232c69245,2022-11-02T00:00:00,0,Москва,9508,Эдуард,Попов,11,Хлеб ржаной,3,60
60,9e0396cba5b04abea705bc014ad54020,2022-11-02T00:00:00,0,Москва,7417,Анна,Алексеева,1,Молоко 3%,5,600
61,4f8f37c3179cb9f4d223209ebad93799,2022-11-02T00:00:00,1,Ростов,909,Иван,Новиков,8,Лампочка LED,5,1500
62,26519ec12d5c6e662f93670c4d330577,2022-11-02T00:00:00,2,Ярославль,901,Иван,Новиков,9,Ручка шариковая,5,225
63,06802e3910019cd435c0160527063c03,2022-11-02T00:00:00,1,Ростов,7305,Константин,Смирнов,10,Томаты,4,200
64,7b74928dc788c3a1893eecde6fec1e88,2022-11-02T00:00:00,2,Ярославль,1114,Евгения,Федорова,6,Яблоко,2,280
65,f376482de98cfe75a5fc7a13a37ce644,2022-11-02T00:00:00,1,Ростов,106,Иван,Петров,5,Яблоко молодильное,2,800
66,e2dc05ec422a315bef1b59050c673e3f,2022-11-02T00:00:00,0,Москва,9507,Эдуард,Попов,11,Хлеб ржаной,2,40
67,65a8c83db4de99d6aed82a0d9582243e,2022-11-02T00:00:00,1,Ростов,5614,Оксана,Егорова,11,Хлеб ржаной,3,60
68,410ab7c75578fb6aa7485f1fd1133b5e,2022-11-02T00:00:00,2,Ярославль,510,Александра,Лебедева,1,Молоко 3%,3,360
69,ba7048c891d551db62169fa488a144e3,2022-11-02T00:00:00,1,Ростов,1902,Евгений,Новиков,0,Молоко 1%,1,100
70,c22bd19419709810e701125eb1997068,2022-11-02T00:00:00,1,Ростов,3,Иван,Иванов,10,Томаты,3,150
71,32a9c8537112d9c50e8a691b809698b5,2022-11-02T00:00:00,0,Москва,9806,Эдуард,Михайлов,9,Ручка шариковая,4,180
72,416aa6a88cdb1f19815210debd5be38c,2022-11-02T00:00:00,0,Москва,1701,Евгений,Соколов,6,Яблоко,4,560
73,55a63d112820e272e46da6d7091952bd,2022-11-02T00:00:00,2,Ярославль,4111,Екатерина,Федорова,5,Яблоко молодильное,4,1600
74,b82b3c13d91d9b43a13366d6f3e7b822,2022-11-02T00:00:00,0,Москва,517,Александра,Лебедева,8,Лампочка LED,5,1500
75,898e82465edb8a08c3876cf1823aeadf,2022-11-02T00:00:00,2,Ярославль,7117,Анна,Федорова,7,Средство для мытья посуды,3,600
76,94a8dd11d93ed00211d4f28216f01e41,2022-11-02T00:00:00,0,Москва,618,Александра,Егорова,10,Томаты,2,100
77,164c9ae3dc787daabbd7606e0b7bbee9,2022-11-02T00:00:00,1,Ростов,6218,Елизавета,Морозова,4,Сахар песок,5,250
78,b8b24738a91db6cfee651de1eced602b,2022-11-02T00:00:00,1,Ростов,4611,Екатерина,Егорова,7,Средство для мытья посуды,3,600
79,7fc7f45b4103e9777451d0e3f9024278,2022-11-02T00:00:00,2,Ярославль,116,Александра,Федорова,6,Яблоко,2,280
80,7f6235969c122f8614cb35e4260ead99,2022-11-02T00:00:00,2,Ярославль,4517,Екатерина,Лебедева,11,Хлеб ржаной,1,20
81,7f0b374bd216f107dea6d5768210aec7,2022-11-02T00:00:00,1,Ростов,9812,Надежда,Козлова,9,Ручка шариковая,4,180
82,dbb3c0bb1cbd3371c029597978d60c86,2022-11-02T00:00:00,0,Москва,9503,Эдуард,Попов,6,Яблоко,1,140
83,6092f86eff02e553316e28a5a3ced4cb,2022-11-02T00:00:00,0,Москва,8403,Геннадий,Кузнецов,3,Устройство для нагревания табака Трубка Мира,3,1500
84,38504686110a32090ebb92f327bf9e23,2022-11-02T00:00:00,0,Москва,6216,Елизавета,Морозова,10,Томаты,3,150
85,d1bea3dcb5620539595c91f01e4c7483,2022-11-02T00:00:00,1,Ростов,1918,Евгения,Орлова,3,Устройство для нагревания табака Трубка Мира,1,500
86,90e5b74a00ca725ee12ec50624ddaadc,2022-11-02T00:00:00,2,Ярославль,7506,Константин,Попов,9,Ручка шариковая,2,90
87,a0b9eaaaa4db048bd661942f9b1301ba,2022-11-02T00:00:00,0,Москва,2201,Петр,Сидоров,1,Молоко 3%,4,480
88,c690875e9159525e04343eb0bf5968fe,2022-11-02T00:00:00,2,Ярославль,7002,Константин,Иванов,1,Молоко 3%,3,360
89,35d7dac6e9101f537d840fe4a374404e,2022-11-02T00:00:00,1,Ростов,4613,Екатерина,Егорова,0,Молоко 1%,2,200
90,b9e90e32ffac52fc73f588331f6a6d50,2022-11-02T00:00:00,0,Москва,4407,Сергей,Кузнецов,7,Средство для мытья посуды,3,600
91,042b7a80af89f116e6af5778bb9aebd6,2022-11-02T00:00:00,2,Ярославль,5917,Оксана,Орлова,7,Средство для мытья посуды,5,1000
92,eebc7487690afc49e2c9078182289d70,2022-11-02T00:00:00,0,Москва,2502,Петр,Попов,0,Молоко 1%,1,100
93,34b74f6dadaee521f2d4745f1684fbfa,2022-11-02T00:00:00,2,Ярославль,8608,Геннадий,Васильев,6,Яблоко,1,140
94,83d71eabb9d0be21b3d412ff42c37188,2022-11-02T00:00:00,2,Ярославль,9711,Надежда,Павлова,4,Сахар песок,5,250
95,fbf122dd4e6e0d2f15d7440879f71586,2022-11-02T00:00:00,2,Ярославль,5300,Александр,Смирнов,2,Молоко 5%,3,450
96,565b8fa9a4954def0b56a1744d3e6912,2022-11-02T00:00:00,0,Москва,1,Иван,Иванов,4,Сахар песок,4,200
97,eb9b8c114f3bda77212cf4b87fc3866b,2022-11-02T00:00:00,2,Ярославль,3306,Олег,Смирнов,11,Хлеб ржаной,4,80
98,c996ef0d114a4e20eb51010cd02de7bf,2022-11-02T00:00:00,2,Ярославль,3803,Олег,Михайлов,0,Молоко 1%,5,500
99,e0de34ddcee58d01646f77f637e203c9,2022-11-02T00:00:00,2,Ярославль,8511,Снежанна,Лебедева,2,Молоко 5%,4,600
100,5319df6d8eaca9ad4f1d4173d0cb17aa,2022-11-02T00:00:00,0,Москва,8,Иван,Иванов,1,Молоко 3%,2,240
101,962a714a62f93f49372380da959a96c0,2022-11-02T00:00:00,2,Ярославль,4709,Сергей,Соколов,8,Лампочка LED,2,600
102,d8cf83963dc601a6fe284bb10e4ef732,2022-11-02T00:00:00,0,Москва,302,Иван,Смирнов,10,Томаты,4,200
103,ecc1386e04c6cc5cbd962c4a2189cacf,2022-11-02T00:00:00,0,Москва,1903,Евгений,Новиков,5,Яблоко молодильное,2,800
104,e833b57134601a0e0491fe293eebbf3d,2022-11-02T00:00:00,0,Москва,8306,Геннадий,Смирнов,5,Яблоко молодильное,4,1600
105,2fd2a7500cfaaddea3cab974d0ac287b,2022-11-02T00:00:00,1,Ростов,511,Александра,Лебедева,11,Хлеб ржаной,5,100
106,4f2dfe0d95b872f5e8e7acc27e621dd3,2022-11-02T00:00:00,1,Ростов,4014,Екатерина,Великая,0,Молоко 1%,3,300
107,4be6658bd5e51aa83ea9cb6cac919420,2022-11-02T00:00:00,0,Москва,6704,Алексей,Соколов,1,Молоко 3%,2,240
108,6273ff350e774c5124b118bd890b12ad,2022-11-02T00:00:00,1,Ростов,6206,Алексей,Сидоров,11,Хлеб ржаной,2,40
109,c23c746fd7d3991496ca355b5228f9f1,2022-11-02T00:00:00,1,Ростов,2510,Ольга,Лебедева,4,Сахар песок,4,200
110,8685e13aa165d1d0fcbb3c5298d428ee,2022-11-02T00:00:00,0,Москва,6211,Елизавета,Морозова,11,Хлеб ржаной,5,100
111,fa2296cf906ade94e2add3105f8624de,2022-11-02T00:00:00,1,Ростов,612,Александра,Егорова,3,Устройство для нагревания табака Трубка Мира,2,1000
112,7e0b621660ca0182987d08382d1d1be5,2022-11-02T00:00:00,0,Москва,6507,Алексей,Попов,6,Яблоко,1,140
113,ace1d365c9ccf9b4b2017c36e1074418,2022-11-02T00:00:00,0,Москва,8803,Геннадий,Михайлов,8,Лампочка LED,2,600
114,d0312c0d24e48eb5b1d8601da6a71b3b,2022-11-02T00:00:00,0,Москва,711,Александра,Павлова,11,Хлеб ржаной,2,40
115,599e927a04693f38a4985befba54b035,2022-11-02T00:00:00,1,Ростов,7211,Анна,Морозова,0,Молоко 1%,4,400
116,d2d6f04927c454ef20b016aaf2f6c216,2022-11-02T00:00:00,0,Москва,7300,Константин,Смирнов,8,Лампочка LED,3,900
117,4d62009cac42971212e211ab43b318a8,2022-11-02T00:00:00,2,Ярославль,3304,Олег,Смирнов,7,Средство для мытья посуды,4,800
118,6553ebb068261952c5d6485c53d1f302,2022-11-02T00:00:00,1,Ростов,1015,Евгения,Великая,11,Хлеб ржаной,3,60
119,318033a3c8bd0d0cbd4e14b80b4dca19,2022-11-02T00:00:00,0,Москва,8214,Снежанна,Морозова,7,Средство для мытья посуды,3,600
120,7e1a74b700c40600e20528981ceafcc1,2022-11-02T00:00:00,1,Ростов,8205,Геннадий,Сидоров,7,Средство для мытья посуды,5,1000
121,3cffbba63c60a97a15279253544ad750,2022-11-02T00:00:00,2,Ярославль,4712,Екатерина,Павлова,6,Яблоко,2,280
122,b7672d58fd0a9df575e131e34e238f29,2022-11-02T00:00:00,2,Ярославль,8113,Снежанна,Федорова,5,Яблоко молодильное,5,2000
123,26a7854b656d51e70c0a58431c396818,2022-11-02T00:00:00,2,Ярославль,7317,Анна,Волкова,11,Хлеб ржаной,5,100
124,3a0c697408cdaaf7be02a2aab822c8db,2022-11-02T00:00:00,2,Ярославль,9010,Надежда,Великая,11,Хлеб ржаной,4,80
125,3ce4b08ceaf0bead444aedc6cb577d42,2022-11-02T00:00:00,2,Ярославль,3509,Олег,Попов,0,Молоко 1%,3,300
126,fc765a9d57f0cc6c48fa307c28c9b841,2022-11-02T00:00:00,2,Ярославль,9919,Надежда,Орлова,10,Томаты,1,50
127,54289d905ae1fab1cf1327d1e1a9af3b,2022-11-02T00:00:00,2,Ярославль,3513,Светлана,Лебедева,3,Устройство для нагревания табака Трубка Мира,2,1000
128,1cecaeec75a2c4c626df4347afa71ee8,2022-11-02T00:00:00,2,Ярославль,2514,Ольга,Лебедева,5,Яблоко молодильное,3,1200
129,64db95b32ec84d9d667b4bac7fa1d4c3,2022-11-02T00:00:00,0,Москва,2706,Петр,Соколов,3,Устройство для нагревания табака Трубка Мира,3,1500
130,4e1f2b984a6861ed6474b93bb16bd01d,2022-11-02T00:00:00,1,Ростов,1114,Евгения,Федорова,4,Сахар песок,5,250
131,efc19a8a442fc8bd70f98245484e4bf4,2022-11-02T00:00:00,0,Москва,2510,Ольга,Лебедева,10,Томаты,4,200
132,405be8531aaa3c2b3c81f6ff03ce5413,2022-11-02T00:00:00,2,Ярославль,1107,Евгений,Петров,0,Молоко 1%,1,100
133,d5b17203d68f03bc2b664f0c1bdea37d,2022-11-02T00:00:00,0,Москва,3916,Светлана,Орлова,10,Томаты,4,200
134,3bae9b7e8a8db763c22742911ececf46,2022-11-02T00:00:00,2,Ярославль,9106,Эдуард,Петров,6,Яблоко,2,280
135,90655761e296b59060fa2aafe1262c3e,2022-11-02T00:00:00,0,Москва,4400,Сергей,Кузнецов,5,Яблоко молодильное,1,400
136,8d4251183cf7ad63148397a6460ad702,2022-11-02T00:00:00,0,Москва,1603,Евгений,Васильев,5,Яблоко молодильное,4,1600
137,2154e1675330b845f97079726aa233fa,2022-11-02T00:00:00,0,Москва,2518,Ольга,Лебедева,11,Хлеб ржаной,3,60
138,c757e409a62a739ac6ef51d25f5c0e03,2022-11-02T00:00:00,2,Ярославль,4413,Екатерина,Алексеева,7,Средство для мытья посуды,2,400
139,149aedcfae06ecb22521a22867732e82,2022-11-02T00:00:00,1,Ростов,7617,Анна,Егорова,3,Устройство для нагревания табака Трубка Мира,1,500
140,c95cbb7e564adc6e209316db2f252824,2022-11-02T00:00:00,0,Москва,4518,Екатерина,Лебедева,11,Хлеб ржаной,1,20
141,1995e8ae51119d16a1f0d608cce11fef,2022-11-02T00:00:00,0,Москва,8817,Снежанна,Козлова,5,Яблоко молодильное,3,1200
142,a627d1dccebf6078dd36c80f543e6aba,2022-11-02T00:00:00,2,Ярославль,5505,Александр,Попов,10,Томаты,4,200
143,823942375b096c6615fc5e441fc17cee,2022-11-02T00:00:00,2,Ярославль,1701,Евгений,Соколов,1,Молоко 3%,3,360
144,8a37d8af453d455de6f29ff32a349099,2022-11-02T00:00:00,0,Москва,2011,Ольга,Великая,7,Средство для мытья посуды,2,400
145,33bc05f1e6ed1967ca74c1c6a21f33b2,2022-11-02T00:00:00,2,Ярославль,5610,Оксана,Егорова,4,Сахар песок,5,250
146,0a16e07a1fd62a814935ff3c3ff17b0f,2022-11-02T00:00:00,1,Ростов,6818,Елизавета,Козлова,9,Ручка шариковая,3,135
147,2a203fefe81ca55966173b69d5bc955e,2022-11-02T00:00:00,2,Ярославль,703,Иван,Соколов,5,Яблоко молодильное,5,2000
148,37b02f58379be7fc3b6534ca7968b93b,2022-11-02T00:00:00,2,Ярославль,3702,Олег,Соколов,0,Молоко 1%,4,400
149,9dc87331b115ef1a3309e72cd8a22cf0,2022-11-02T00:00:00,2,Ярославль,3209,Олег,Сидоров,3,Устройство для нагревания табака Трубка Мира,3,1500
150,ff3834ab305ecb0730aead60aea0ab12,2022-11-02T00:00:00,1,Ростов,8003,Геннадий,Иванов,2,Молоко 5%,4,600
151,f78c7b08b0c7fbe00520074b8186d816,2022-11-02T00:00:00,0,Москва,9619,Надежда,Егорова,1,Молоко 3%,2,240
152,7a293664ae0a6557f3e6f435c0b54df1,2022-11-02T00:00:00,1,Ростов,5505,Александр,Попов,8,Лампочка LED,5,1500
153,65333ae1838277cd75e4aa0d41dc88c6,2022-11-02T00:00:00,0,Москва,807,Иван,Михайлов,8,Лампочка LED,2,600
154,63dcb5d3cf340aa2f4c38b90ac90c479,2022-11-02T00:00:00,2,Ярославль,3802,Олег,Михайлов,2,Молоко 5%,4,600
155,3dcce645bc224ab95bfd74658e7122a8,2022-11-02T00:00:00,1,Ростов,4611,Екатерина,Егорова,9,Ручка шариковая,5,225
156,0c79a00ed32844c296d7cd28170923f1,2022-11-02T00:00:00,2,Ярославль,4306,Сергей,Смирнов,10,Томаты,1,50
157,bf2370f91bc3bd948303c306ab7abad3,2022-11-02T00:00:00,0,Москва,6609,Алексей,Васильев,5,Яблоко молодильное,5,2000
158,27243ea66ced171bea9f59dcbcb800cb,2022-11-02T00:00:00,2,Ярославль,2306,Петр,Смирнов,8,Лампочка LED,5,1500
159,e52821ae97b59ef282be204a69fb5765,2022-11-02T00:00:00,0,Москва,4404,Сергей,Кузнецов,10,Томаты,1,50
160,3ae9b3850761ae06ebbab9acf9e408ed,2022-11-02T00:00:00,0,Москва,803,Иван,Михайлов,7,Средство для мытья посуды,5,1000
161,0cd10276c6f4a2d4f1a500e0b4f13744,2022-11-02T00:00:00,1,Ростов,5704,Александр,Соколов,7,Средство для мытья посуды,5,1000
162,029ccaf2e0d35ed0765fe291c26075f1,2022-11-02T00:00:00,1,Ростов,3802,Олег,Михайлов,0,Молоко 1%,3,300
163,8719b14b194d4ca9a855a0cd59233fab,2022-11-02T00:00:00,1,Ростов,7512,Анна,Лебедева,8,Лампочка LED,2,600
164,d70147b928f185ac4d3342ae00c508a4,2022-11-02T00:00:00,0,Москва,7516,Анна,Лебедева,11,Хлеб ржаной,1,20
165,33de1fd58fe7d5fc6b1e053dc926390d,2022-11-02T00:00:00,0,Москва,2016,Ольга,Великая,3,Устройство для нагревания табака Трубка Мира,1,500
166,30ef96a1eedc722820ea07467aee3ddb,2022-11-02T00:00:00,0,Москва,1902,Евгений,Новиков,7,Средство для мытья посуды,3,600
167,df6e24dc6679f3cfd6bac6fc609dc65e,2022-11-02T00:00:00,0,Москва,6904,Алексей,Новиков,8,Лампочка LED,1,300
168,68a35e9971437a3f4a19591d4046f9a3,2022-11-02T00:00:00,2,Ярославль,4101,Сергей,Петров,5,Яблоко молодильное,2,800
169,008878261a6e3734c2c1fdb67d877e86,2022-11-02T00:00:00,0,Москва,1211,Евгения,Морозова,5,Яблоко молодильное,4,1600
170,3c2be027e3d922f40a54b80fe361e0fe,2022-11-02T00:00:00,1,Ростов,1314,Евгения,Волкова,5,Яблоко молодильное,4,1600
171,8ab0c0d91cd8be5c05f9c6d8af141302,2022-11-02T00:00:00,0,Москва,5206,Александр,Сидоров,1,Молоко 3%,3,360
172,5b73d2b7a4fec6e33b13c2f3be28df33,2022-11-02T00:00:00,2,Ярославль,8015,Снежанна,Великая,0,Молоко 1%,4,400
173,68552d9eb9296380d77a981b950beed6,2022-11-02T00:00:00,2,Ярославль,3103,Олег,Петров,9,Ручка шариковая,5,225
174,cb88fb61e4fe73ac22945e3d4033b4d7,2022-11-02T00:00:00,2,Ярославль,5816,Оксана,Козлова,5,Яблоко молодильное,5,2000
175,296f4fc5b6fd4e0edf00c8c8b99f0244,2022-11-02T00:00:00,2,Ярославль,5902,Александр,Новиков,9,Ручка шариковая,4,180
176,1c267d27429f4a32f1b116ffc22c3e51,2022-11-02T00:00:00,1,Ростов,4705,Сергей,Соколов,7,Средство для мытья посуды,2,400
177,ff580f67b3f02682e8cace375c59f046,2022-11-02T00:00:00,0,Москва,605,Иван,Васильев,5,Яблоко молодильное,2,800
178,f94078ca1f07ca948c6823610df54106,2022-11-02T00:00:00,2,Ярославль,1917,Евгения,Орлова,7,Средство для мытья посуды,1,200
179,8fc0250bf3f1253308790a8af3771bd4,2022-11-02T00:00:00,0,Москва,5009,Александр,Иванов,5,Яблоко молодильное,1,400
180,b703a6f3f43379741153ed2647af79d8,2022-11-02T00:00:00,1,Ростов,1512,Евгения,Лебедева,5,Яблоко молодильное,4,1600
181,4871cc58d40e0d88329b14a104f5e1a0,2022-11-02T00:00:00,1,Ростов,9301,Эдуард,Смирнов,6,Яблоко,3,420
182,6ee5ae3cd9b3317c89edfe19c13faffc,2022-11-02T00:00:00,2,Ярославль,9304,Эдуард,Смирнов,2,Молоко 5%,4,600
183,022997912cc3aa364d61e07f96909c80,2022-11-02T00:00:00,2,Ярославль,7819,Анна,Козлова,7,Средство для мытья посуды,4,800
184,838c5710b2e1b2202837a327bd1bb9c7,2022-11-02T00:00:00,1,Ростов,7418,Анна,Алексеева,4,Сахар песок,1,50
185,61ccf6b1651e2afc3ed93409cb93f25f,2022-11-02T00:00:00,1,Ростов,7505,Константин,Попов,9,Ручка шариковая,2,90
186,db692afd3246eb93eaf77fa8ebdf6137,2022-11-02T00:00:00,2,Ярославль,2913,Ольга,Орлова,11,Хлеб ржаной,1,20
187,55f5d57ab098fd32a81da4c3b4d7bc6c,2022-11-02T00:00:00,1,Ростов,3016,Светлана,Великая,4,Сахар песок,1,50
188,5bf70c2a59c78fec138366a5f759e0f6,2022-11-02T00:00:00,0,Москва,407,Иван,Кузнецов,0,Молоко 1%,3,300
189,8c68605f9aa07d7e7b042fc95376efc5,2022-11-02T00:00:00,1,Ростов,5604,Александр,Васильев,10,Томаты,5,250
190,c7f24ecc6632fcf06b11621129c1171f,2022-11-02T00:00:00,2,Ярославль,8507,Геннадий,Попов,9,Ручка шариковая,4,180
191,a060ac4cd08e18dd095400153e9f4a7b,2022-11-02T00:00:00,0,Москва,1703,Евгений,Соколов,0,Молоко 1%,2,200
192,8fee8fb158c432e1031c4befc11abff4,2022-11-02T00:00:00,0,Москва,7519,Анна,Лебедева,8,Лампочка LED,2,600
